#
# 3-day summary product timeseries for ucnrsanzaborrego
#
# Site: ucnrsanzaborrego
# Veg Type: SH
# ROI ID Number: 1000
# Lat: 33.2401
# Lon: -116.3886
# Elev: 214
# UTC Offset: -8
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2019-10-29
# Creation Time: 10:25:38
# Update Date: 2020-12-03
# Update Time: 05:58:07
# Final Processing Date:: 2020-12-03
# Final Processing Time:: 09:48:33
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90,smooth_gcc_mean,smooth_gcc_50,smooth_gcc_75,smooth_gcc_90,smooth_rcc_mean,smooth_rcc_50,smooth_rcc_75,smooth_rcc_90,smooth_ci_gcc_mean,smooth_ci_gcc_50,smooth_ci_gcc_75,smooth_ci_gcc_90,smooth_ci_rcc_mean,smooth_ci_rcc_50,smooth_ci_rcc_75,smooth_ci_rcc_90,int_flag
2019-08-10,2019,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34346,0.34232,0.34488,0.34767,0.39789,0.41045,0.42105,0.4296,5e-04,0.00054,0.00061,0.00082,0.00383,0.0033,0.00331,0.00458,NA
2019-08-11,2019,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34333,0.34222,0.34483,0.3475,0.39841,0.41049,0.42106,0.42949,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00462,NA
2019-08-12,2019,224,69,ucnrsanzaborrego_2019_08_12_114505.jpg,102.03263,84.79864,61.12108,0.342,0.4115,107.28774,24.2539,93.60533,28.32482,71.68208,30.58865,0.34329,0.00285,0.34196,0.34505,0.34794,0.39974,0.0293,0.41161,0.42091,0.42921,71.8888,NA,0,0,0,0,0.34324,0.34215,0.3448,0.3474,0.39877,0.41053,0.42108,0.42941,0.00052,0.00055,0.00062,0.00085,0.004,0.00335,0.00343,0.00463,NA
2019-08-13,2019,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34318,0.3421,0.3448,0.34737,0.39904,0.4106,0.42116,0.42934,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00462,NA
2019-08-14,2019,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34313,0.34205,0.34481,0.34735,0.39933,0.4107,0.42131,0.4293,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00458,NA
2019-08-15,2019,227,69,ucnrsanzaborrego_2019_08_15_114506.jpg,102.8892,85.21093,60.90037,0.34221,0.41321,108.36129,25.40617,94.38316,29.5001,72.58739,32.26032,0.34278,0.00228,0.34188,0.34377,0.34626,0.40013,0.02986,0.41321,0.42291,0.43081,70.9881,NA,0,0,0,0,0.34308,0.34201,0.34484,0.34736,0.39961,0.41083,0.42152,0.42927,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00454,NA
2019-08-16,2019,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34304,0.34197,0.34487,0.34738,0.39988,0.41098,0.42174,0.42925,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0045,NA
2019-08-17,2019,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34301,0.34195,0.34491,0.3474,0.40011,0.41114,0.42194,0.42925,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00447,NA
2019-08-18,2019,230,69,ucnrsanzaborrego_2019_08_18_114505.jpg,102.79223,85.28118,61.51469,0.34169,0.41185,109.25653,24.65865,95.05726,28.65135,73.04944,31.45208,0.34268,0.00253,0.34157,0.34395,0.34725,0.40012,0.0297,0.41246,0.42192,0.42956,70.05302,NA,0,0,0,0,0.34301,0.34194,0.34495,0.34743,0.40029,0.41131,0.42211,0.42925,0.00052,0.00055,0.00057,0.00085,0.004,0.0031,0.00343,0.00446,NA
2019-08-19,2019,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34305,0.34197,0.345,0.3475,0.40039,0.41148,0.42226,0.42925,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00447,NA
2019-08-20,2019,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34314,0.34205,0.34504,0.34763,0.4004,0.41165,0.42243,0.42925,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0045,NA
2019-08-21,2019,233,65,ucnrsanzaborrego_2019_08_21_114506.jpg,103.30315,85.30314,60.70538,0.34215,0.41435,108.19847,25.59308,94.2733,29.23753,72.29663,31.70898,0.34311,0.00282,0.34203,0.34531,0.34776,0.40004,0.02943,0.41147,0.42241,0.42974,69.08552,NA,0,0,0,0,0.34326,0.34215,0.34508,0.34779,0.40037,0.41181,0.42261,0.42926,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00454,NA
2019-08-22,2019,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34338,0.34226,0.34512,0.34796,0.40032,0.41195,0.42278,0.42925,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00458,NA
2019-08-23,2019,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34349,0.34235,0.34516,0.3481,0.40031,0.41207,0.42295,0.42924,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00462,NA
2019-08-24,2019,236,69,ucnrsanzaborrego_2019_08_24_114505.jpg,94.01108,77.93492,55.34834,0.34288,0.41361,108.70746,21.52188,94.4018,23.4541,71.23091,24.81562,0.34399,0.00317,0.34286,0.3458,0.34893,0.39992,0.02922,0.41064,0.42233,0.42893,68.08705,NA,0,0,0,0,0.34356,0.34241,0.34518,0.34818,0.40035,0.41216,0.42309,0.42922,0.00052,0.00055,0.00062,0.00085,0.004,0.00335,0.00343,0.00463,NA
2019-08-25,2019,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34362,0.34247,0.34521,0.34823,0.40044,0.41223,0.42323,0.4292,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00462,NA
2019-08-26,2019,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3437,0.34256,0.34525,0.34828,0.40053,0.4123,0.42339,0.42918,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00458,NA
2019-08-27,2019,239,69,ucnrsanzaborrego_2019_08_27_114506.jpg,102.03905,84.62868,60.54903,0.34233,0.41275,108.60746,23.37579,94.51524,26.75952,71.61848,29.01102,0.34396,0.00269,0.34273,0.34521,0.34876,0.40073,0.03031,0.41275,0.42372,0.42854,67.06012,NA,0,0,0,0,0.34379,0.34266,0.34529,0.34833,0.40063,0.41236,0.42356,0.42918,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00454,NA
2019-08-28,2019,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34387,0.34275,0.34535,0.34837,0.40073,0.4124,0.42371,0.42918,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0045,NA
2019-08-29,2019,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34393,0.34282,0.3454,0.3484,0.40085,0.41245,0.42385,0.42919,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00447,NA
2019-08-30,2019,242,69,ucnrsanzaborrego_2019_08_30_114505.jpg,102.58211,84.85474,60.56022,0.34216,0.41364,108.65154,21.14612,94.10081,24.14878,71.12855,26.00418,0.34343,0.0027,0.34218,0.34578,0.34779,0.40142,0.02971,0.41276,0.42399,0.4295,66.00679,NA,0,0,0,0,0.34395,0.34283,0.34546,0.34841,0.40098,0.41248,0.42395,0.4292,0.00052,0.00055,0.00057,0.00085,0.004,0.0031,0.00343,0.00446,NA
2019-08-31,2019,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34393,0.3428,0.34551,0.34839,0.40113,0.4125,0.42402,0.42921,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00447,NA
2019-09-01,2019,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34389,0.34273,0.34555,0.34834,0.40132,0.41251,0.42408,0.42922,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0045,NA
2019-09-02,2019,245,69,ucnrsanzaborrego_2019_09_02_114506.jpg,115.10856,94.67471,66.81618,0.34228,0.41616,107.84829,16.22489,93.02042,15.66611,69.04771,16.59855,0.3445,0.00306,0.34317,0.3468,0.34906,0.40124,0.03008,0.41209,0.42529,0.43029,64.92947,NA,0,0,0,0,0.34382,0.34265,0.34558,0.34828,0.40153,0.41252,0.42413,0.42923,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00454,NA
2019-09-03,2019,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34375,0.34255,0.3456,0.3482,0.40174,0.41251,0.42417,0.42923,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00458,NA
2019-09-04,2019,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34368,0.34246,0.34561,0.34813,0.40194,0.41249,0.42419,0.42923,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00462,NA
2019-09-05,2019,248,67,ucnrsanzaborrego_2019_09_05_114506.jpg,112.98177,93.93884,67.4,0.34244,0.41186,108.54517,15.14006,93.40146,14.85223,69.27635,15.55381,0.34425,0.00263,0.3437,0.34569,0.34774,0.40173,0.02678,0.41059,0.42373,0.42771,63.83057,NA,0,0,0,0,0.34361,0.34236,0.34559,0.34808,0.40211,0.41247,0.42421,0.42922,0.00052,0.00055,0.00062,0.00085,0.004,0.00335,0.00343,0.00463,NA
2019-09-06,2019,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34352,0.34224,0.34555,0.34803,0.40227,0.41242,0.42421,0.4292,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00462,NA
2019-09-07,2019,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3434,0.34208,0.34549,0.34797,0.40244,0.41233,0.42419,0.42917,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00458,NA
2019-09-08,2019,251,63,ucnrsanzaborrego_2019_09_08_114506.jpg,103.24829,85.02871,61.46758,0.34046,0.41342,103.58089,13.8028,88.62781,15.06694,66.37685,16.54345,0.34254,0.00294,0.34112,0.34456,0.34708,0.40277,0.02828,0.41342,0.42437,0.43015,62.71265,NA,0,0,0,0,0.34325,0.34188,0.34541,0.3479,0.40262,0.41223,0.42417,0.42914,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00454,NA
2019-09-09,2019,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34311,0.34169,0.34532,0.34783,0.40279,0.4121,0.42413,0.4291,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0045,NA
2019-09-10,2019,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34298,0.34152,0.34522,0.34777,0.40293,0.41196,0.42407,0.42906,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00447,NA
2019-09-11,2019,254,63,ucnrsanzaborrego_2019_09_11_114505.jpg,103.03646,84.91823,61.65006,0.34021,0.4128,103.11143,12.30752,88.09434,13.07262,65.96666,14.41302,0.34234,0.00312,0.34069,0.34429,0.3476,0.40267,0.02766,0.4128,0.42333,0.42955,61.57813,NA,0,0,0,0,0.34289,0.3414,0.34511,0.3477,0.40304,0.41181,0.42401,0.42902,0.00052,0.00055,0.00057,0.00085,0.004,0.0031,0.00343,0.00446,NA
2019-09-12,2019,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34281,0.34131,0.345,0.34765,0.40314,0.41167,0.42391,0.42898,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00447,NA
2019-09-13,2019,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34275,0.34122,0.34488,0.34761,0.40324,0.41152,0.42376,0.42895,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0045,NA
2019-09-14,2019,257,63,ucnrsanzaborrego_2019_09_14_114505.jpg,103.19897,84.82403,60.5135,0.34129,0.41523,105.01983,13.12187,89.18028,11.52349,65.51885,11.66341,0.34329,0.00324,0.34145,0.34594,0.34888,0.40501,0.02584,0.41475,0.42342,0.43027,60.42967,NA,0,0,0,0,0.34269,0.34113,0.34477,0.34757,0.40332,0.4114,0.42359,0.42891,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00455,NA
2019-09-15,2019,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34263,0.34104,0.34465,0.34752,0.40338,0.41129,0.42342,0.42888,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00459,NA
2019-09-16,2019,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34256,0.34097,0.34454,0.34747,0.40341,0.41121,0.42325,0.42886,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00463,NA
2019-09-17,2019,260,63,ucnrsanzaborrego_2019_09_17_114506.jpg,102.75285,84.9777,62.2284,0.33997,0.41108,104.05485,12.92418,88.73777,10.90498,66.46825,11.24946,0.34219,0.00277,0.34062,0.34428,0.3468,0.40183,0.0266,0.40918,0.4229,0.4285,59.26969,NA,0,0,0,0,0.3425,0.3409,0.34444,0.34739,0.40339,0.41116,0.42311,0.42885,0.00052,0.00055,0.00062,0.00085,0.004,0.00335,0.00343,0.00464,NA
2019-09-18,2019,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34244,0.34086,0.34433,0.34729,0.40325,0.41113,0.42295,0.42885,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00463,NA
2019-09-19,2019,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34239,0.34086,0.34422,0.34717,0.40297,0.41111,0.42272,0.42885,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00462,NA
2019-09-20,2019,263,63,ucnrsanzaborrego_2019_09_20_114505.jpg,102.68842,84.38221,60.99653,0.34016,0.41395,103.39186,12.14476,87.71333,9.92714,65.39161,10.23922,0.34188,0.00282,0.34038,0.34379,0.34668,0.40344,0.02595,0.41284,0.42425,0.42926,58.10074,NA,0,0,0,0,0.34235,0.34088,0.3441,0.34703,0.40262,0.41109,0.42247,0.42885,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.0046,NA
2019-09-21,2019,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34231,0.3409,0.34397,0.34689,0.40229,0.41108,0.42223,0.42885,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.0046,NA
2019-09-22,2019,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34226,0.34091,0.34384,0.34677,0.40205,0.41108,0.42205,0.42885,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00461,NA
2019-09-23,2019,266,62,ucnrsanzaborrego_2019_09_23_114506.jpg,102.79931,85.09633,62.42237,0.33995,0.41067,105.35009,11.74031,89.38178,8.06345,66.14819,8.18087,0.34257,0.00286,0.34101,0.344,0.34723,0.40369,0.02584,0.40818,0.42408,0.42956,56.9254,NA,0,0,0,0,0.34221,0.34089,0.34371,0.34666,0.40199,0.41109,0.42197,0.42886,0.00052,0.00055,0.00057,0.00085,0.004,0.0031,0.00343,0.00463,NA
2019-09-24,2019,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34214,0.34086,0.34358,0.34656,0.40207,0.4111,0.42198,0.42886,0.00051,0.00055,0.00057,0.00084,0.00394,0.00312,0.00339,0.00468,NA
2019-09-25,2019,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34207,0.34082,0.34346,0.34646,0.40219,0.41112,0.42202,0.42887,5e-04,0.00054,0.00058,0.00082,0.00383,0.00316,0.00331,0.00473,NA
2019-09-26,2019,269,62,ucnrsanzaborrego_2019_09_26_114506.jpg,99.44805,83.31751,60.15011,0.34299,0.40939,106.05098,13.67895,90.61551,8.42471,67.26436,7.41768,0.34342,0.00269,0.34257,0.34472,0.34708,0.40109,0.02451,0.40917,0.41792,0.42533,55.74668,NA,0,0,0,0,0.34198,0.34078,0.34334,0.34635,0.40235,0.41115,0.42208,0.42888,0.00049,0.00053,0.00059,0.00081,0.00378,0.00322,0.00328,0.00478,NA
2019-09-27,2019,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3419,0.34073,0.34323,0.34624,0.40256,0.41118,0.42217,0.42888,5e-04,0.00054,0.00061,0.00082,0.00383,0.00328,0.00331,0.00483,NA
2019-09-28,2019,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34182,0.34069,0.34312,0.34614,0.40282,0.41121,0.42227,0.42889,0.00051,0.00055,0.00061,0.00084,0.00394,0.00333,0.00339,0.00485,NA
2019-09-29,2019,272,59,ucnrsanzaborrego_2019_09_29_114506.jpg,98.03093,81.67638,61.29159,0.33891,0.40677,100.45519,13.5966,85.38473,6.9645,64.9957,7.21617,0.34048,0.00214,0.33966,0.34108,0.34438,0.39944,0.03027,0.4086,0.42072,0.42751,54.56684,NA,0,0,0,0,0.34176,0.34065,0.34303,0.34606,0.40313,0.41125,0.42237,0.42889,0.00052,0.00055,0.00062,0.00085,0.004,0.00335,0.00343,0.00484,NA
2019-09-30,2019,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34169,0.34059,0.34295,0.34599,0.40358,0.41132,0.42255,0.4289,0.00051,0.00055,0.00062,0.00084,0.00394,0.00334,0.00339,0.00479,NA
2019-10-01,2019,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34161,0.34052,0.34287,0.34593,0.4042,0.41143,0.42283,0.42892,5e-04,0.00054,0.00061,0.00082,0.00383,0.00331,0.00331,0.00472,NA
2019-10-02,2019,275,59,ucnrsanzaborrego_2019_10_02_114505.jpg,106.19597,87.685,64.07583,0.33992,0.41168,102.38828,14.2776,85.63595,7.94536,63.07818,4.23699,0.34122,0.00262,0.33999,0.3423,0.34579,0.40628,0.02098,0.4133,0.42412,0.42836,53.38958,NA,0,0,0,0,0.34153,0.34044,0.34279,0.34587,0.40492,0.41158,0.42317,0.42894,0.00049,0.00053,0.00061,0.00081,0.00378,0.00328,0.00328,0.00464,NA
2019-10-03,2019,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34145,0.34035,0.34271,0.34583,0.40564,0.41175,0.42351,0.42897,5e-04,0.00054,6e-04,0.00082,0.00383,0.00326,0.00331,0.00457,NA
2019-10-04,2019,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34138,0.34028,0.34264,0.34578,0.4063,0.41194,0.4238,0.429,0.00051,0.00055,6e-04,0.00084,0.00394,0.00327,0.00339,0.00452,NA
2019-10-05,2019,278,60,ucnrsanzaborrego_2019_10_05_114505.jpg,99.19078,81.84128,59.4083,0.34038,0.41254,102.55578,14.86995,85.42474,8.5593,62.28871,4.54346,0.34156,0.00277,0.34033,0.34313,0.34674,0.40825,0.01967,0.41377,0.42502,0.42872,52.21779,NA,0,0,0,0,0.34133,0.34023,0.34257,0.34575,0.4068,0.41213,0.42399,0.42904,0.00052,0.00055,0.00061,0.00085,0.004,0.0033,0.00343,0.0045,NA
2019-10-06,2019,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.3413,0.34019,0.34251,0.34573,0.40722,0.41233,0.42413,0.42907,0.00051,0.00055,0.00062,0.00084,0.00394,0.00336,0.00339,0.00451,NA
2019-10-07,2019,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34128,0.34015,0.34244,0.34574,0.40767,0.41251,0.42431,0.42909,5e-04,0.00054,0.00063,0.00083,0.00383,0.00343,0.00333,0.00454,NA
2019-10-08,2019,281,60,ucnrsanzaborrego_2019_10_08_114506.jpg,106.27729,87.54143,63.05374,0.3408,0.41374,102.36215,16.54518,85.11538,9.76613,61.85544,4.83065,0.34162,0.00267,0.34038,0.34265,0.346,0.40862,0.02025,0.41407,0.42557,0.43059,51.05487,NA,0,0,0,0,0.34128,0.34013,0.34238,0.34577,0.40811,0.41267,0.42451,0.42911,5e-04,0.00054,0.00065,0.00082,0.00378,0.0035,0.00332,0.0046,NA
2019-10-09,2019,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34128,0.3401,0.34233,0.3458,0.40852,0.41281,0.42469,0.42913,0.00051,0.00054,0.00065,0.00083,0.00383,0.00355,0.00337,0.00467,NA
2019-10-10,2019,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34127,0.34008,0.34227,0.34582,0.40886,0.41292,0.42482,0.42913,0.00052,0.00056,0.00066,0.00085,0.00394,0.00357,0.00345,0.00473,NA
2019-10-11,2019,284,60,ucnrsanzaborrego_2019_10_11_114506.jpg,106.06388,87.94168,65.18339,0.3393,0.40921,101.6791,17.00464,84.12563,10.371,61.23241,5.33044,0.34079,0.00249,0.33958,0.34161,0.34492,0.40968,0.01893,0.41408,0.42597,0.43255,49.90335,NA,0,0,0,0,0.34126,0.34006,0.34222,0.34581,0.4091,0.41297,0.42487,0.42912,0.00052,0.00056,0.00065,0.00086,0.004,0.00354,0.00348,0.00478,NA
2019-10-12,2019,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34126,0.34005,0.34218,0.34579,0.40918,0.41299,0.4248,0.42911,0.00052,0.00056,0.00064,0.00086,0.00397,0.00347,0.00346,0.00481,NA
2019-10-13,2019,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.34127,0.34006,0.34214,0.34576,0.40912,0.41298,0.42462,0.42911,0.00052,0.00056,0.00062,0.00086,0.00395,0.00339,0.00347,0.00483,NA
2019-10-14,2019,287,60,ucnrsanzaborrego_2019_10_14_114505.jpg,105.66037,87.60197,64.30663,0.34011,0.41022,101.81727,17.65905,84.53312,10.96811,61.4866,5.84383,0.34138,0.0027,0.34039,0.34235,0.34559,0.40883,0.01872,0.41258,0.42367,0.42952,48.7665,NA,0,0,0,0,0.34129,0.34008,0.3421,0.34574,0.40897,0.41296,0.42437,0.42913,0.00053,0.00057,0.00061,0.00087,0.00399,0.00331,0.00352,0.00487,NA
